"Booking_ID","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","date.of.reservation","booking.status"
"BID16857","1","0","0","1","Meal Plan 1","0","Room_Type 1","10","Offline","0","0","0","67","0","8/29/2017","Not_Canceled"
"BID08579","1","0","1","1","Meal Plan 1","0","Room_Type 1","6","Corporate","0","0","0","95","0","10/17/2018","Not_Canceled"
"BID07061","3","0","1","5","Meal Plan 1","0","Room_Type 4","129","Online","0","0","0","132.88","0","7/26/2018","Canceled"
"BID15654","2","0","0","4","Meal Plan 2","0","Room_Type 1","100","Offline","0","0","0","140","1","9/28/2018","Not_Canceled"
"BID15558","1","0","0","1","Meal Plan 1","0","Room_Type 1","0","Online","0","0","0","129","0","10/14/2017","Not_Canceled"
"BID30260","2","0","2","5","Meal Plan 1","0","Room_Type 4","76","Online","0","0","0","116.36","1","10/22/2018","Not_Canceled"
"BID28903","2","0","1","2","Meal Plan 1","0","Room_Type 1","193","Offline","0","0","0","120","0","6/20/2018","Canceled"
"BID27579","1","0","0","2","Meal Plan 1","0","Room_Type 1","107","Offline","0","0","0","120","0","43379","Not_Canceled"
"BID21536","1","0","0","1","Meal Plan 1","0","Room_Type 1","0","Corporate","0","0","0","79","0","3/29/2018","Not_Canceled"
"BID04282","2","2","2","2","Meal Plan 1","0","Room_Type 6","12","Online","0","0","0","202.88","1","10/29/2018","Canceled"
"BID03743","1","0","0","3","Meal Plan 2","0","Room_Type 1","36","Offline","0","0","0","91","0","10/13/2017","Not_Canceled"
"BID05493","2","0","1","3","Meal Plan 1","0","Room_Type 1","14","Offline","0","0","0","80.75","0","5/30/2018","Not_Canceled"
"BID00960","2","0","0","1","Meal Plan 1","0","Room_Type 1","5","Online","0","0","0","130","1","8/20/2018","Not_Canceled"
"BID04713","2","1","1","0","Meal Plan 1","0","Room_Type 1","3","Online","0","0","0","119","2","4/24/2018","Not_Canceled"
"BID05531","2","0","1","2","Meal Plan 1","0","Room_Type 1","237","Online","0","0","0","89.25","0","9/14/2017","Canceled"
"BID08871","2","0","2","1","Not Selected","0","Room_Type 1","49","Online","0","0","0","69.5","0","43223","Not_Canceled"
"BID07628","2","0","1","3","Meal Plan 1","0","Room_Type 1","153","Online","0","0","0","85","0","6/30/2018","Canceled"
"BID30406","1","0","0","1","Meal Plan 1","1","Room_Type 1","2","Corporate","0","0","0","67","0","10/27/2018","Not_Canceled"
"BID22307","2","1","1","2","Meal Plan 1","0","Room_Type 1","16","Online","0","0","0","132.33","0","6/13/2018","Canceled"
"BID16338","2","0","1","1","Meal Plan 2","0","Room_Type 1","301","Offline","0","0","0","115","1","7/30/2018","Canceled"
"BID32293","2","0","2","2","Meal Plan 1","0","Room_Type 4","150","Online","0","0","0","123.3","0","7/30/2018","Canceled"
"BID13195","2","0","0","4","Meal Plan 1","0","Room_Type 4","5","Online","0","0","0","76.58","1","43019","Not_Canceled"
"BID15746","2","0","2","2","Meal Plan 1","0","Room_Type 1","230","Online","0","0","0","119.85","1","9/18/2018","Canceled"
"BID34639","1","0","1","2","Meal Plan 1","0","Room_Type 1","3","Corporate","1","0","1","66","0","2018-2-29","Not_Canceled"
"BID35215","1","0","0","2","Meal Plan 2","0","Room_Type 1","74","Offline","0","0","0","80","0","9/18/2017","Not_Canceled"
"BID04837","2","0","0","3","Meal Plan 1","0","Room_Type 1","113","Offline","0","0","0","95","0","5/31/2018","Not_Canceled"
"BID09556","2","0","0","1","Meal Plan 1","0","Room_Type 1","105","Offline","0","0","0","75","0","43255","Canceled"
"BID36243","1","0","2","4","Meal Plan 1","0","Room_Type 1","63","Offline","0","0","0","118.43","0","9/24/2017","Not_Canceled"
"BID34729","2","0","2","2","Meal Plan 1","0","Room_Type 4","17","Online","0","0","0","121.75","1","42776","Not_Canceled"
"BID23919","2","0","1","2","Meal Plan 1","0","Room_Type 1","207","Offline","0","0","0","161.67","0","12/30/2018","Not_Canceled"
"BID13985","3","0","2","2","Meal Plan 1","0","Room_Type 1","80","Offline","0","0","0","106.2","1","3/25/2018","Not_Canceled"
"BID34227","0","2","1","2","Meal Plan 1","0","Room_Type 2","37","Online","0","0","0","69.5","1","43436","Not_Canceled"
"BID30008","1","0","0","1","Meal Plan 1","0","Room_Type 1","4","Online","0","0","0","121","1","43139","Not_Canceled"
"BID03473","2","0","1","4","Not Selected","0","Room_Type 1","3","Online","0","0","0","90.6","0","43284","Canceled"
"BID02105","1","0","2","1","Meal Plan 1","0","Room_Type 1","4","Online","0","0","0","130.4","0","9/18/2018","Canceled"
"BID29495","1","0","2","0","Meal Plan 1","0","Room_Type 1","4","Online","0","0","0","103","0","43377","Not_Canceled"
"BID04539","2","0","0","1","Not Selected","0","Room_Type 1","17","Online","0","0","0","118","0","43140","Not_Canceled"
"BID29831","2","0","1","2","Meal Plan 1","0","Room_Type 1","19","Online","0","0","0","104","1","43232","Not_Canceled"
"BID01837","2","0","0","2","Not Selected","0","Room_Type 1","72","Online","0","0","0","79.2","1","11/18/2018","Canceled"
"BID21128","2","0","1","0","Meal Plan 1","0","Room_Type 1","0","Online","0","0","0","106","0","8/31/2017","Not_Canceled"
"BID17229","1","0","0","2","Meal Plan 1","0","Room_Type 1","96","Online","0","0","0","68","1","7/23/2017","Canceled"
"BID07337","2","0","0","2","Meal Plan 1","0","Room_Type 1","64","Online","0","0","0","79.2","2","11/20/2017","Not_Canceled"
"BID05073","2","1","0","2","Meal Plan 1","0","Room_Type 1","2","Online","0","0","0","123.5","3","8/28/2017","Not_Canceled"
"BID11694","2","0","1","3","Meal Plan 1","0","Room_Type 1","152","Offline","0","0","0","56.52","0","10/29/2017","Not_Canceled"
"BID13128","1","0","0","2","Meal Plan 1","0","Room_Type 1","1","Online","0","0","0","71.7","0","1/27/2018","Not_Canceled"
"BID04001","2","0","0","4","Meal Plan 1","0","Room_Type 1","44","Online","0","0","0","101.52","0","9/20/2018","Not_Canceled"
"BID28553","3","0","1","1","Meal Plan 1","0","Room_Type 4","35","Online","0","0","0","149.4","1","9/26/2018","Canceled"
"BID01815","2","0","0","2","Meal Plan 1","0","Room_Type 1","220","Online","0","0","0","96.3","1","43140","Canceled"
"BID22986","2","0","0","3","Meal Plan 1","0","Room_Type 4","3","Offline","0","0","0","85","0","10/15/2017","Not_Canceled"
"BID18355","2","0","2","2","Meal Plan 1","0","Room_Type 1","23","Corporate","0","0","0","50","0","42837","Not_Canceled"
"BID03466","2","0","0","2","Not Selected","0","Room_Type 1","2","Online","0","0","0","94.99","0","43381","Not_Canceled"
"BID35779","3","0","4","10","Meal Plan 1","0","Room_Type 4","73","Online","0","0","0","145.93","0","43138","Canceled"
"BID06021","2","0","1","2","Meal Plan 1","0","Room_Type 1","33","Online","0","0","0","135.9","1","43320","Canceled"
"BID16658","2","0","1","2","Meal Plan 2","0","Room_Type 1","5","Online","0","0","0","200.33","2","10/28/2018","Not_Canceled"
"BID04087","1","0","0","2","Meal Plan 1","0","Room_Type 1","192","Offline","0","0","0","95","0","6/24/2018","Not_Canceled"
"BID00940","2","0","0","2","Meal Plan 1","0","Room_Type 1","141","Online","0","0","0","128.8","1","9/23/2018","Not_Canceled"
"BID35342","2","0","2","5","Meal Plan 1","0","Room_Type 4","180","Offline","0","0","0","90.95","0","8/27/2018","Not_Canceled"
"BID19982","2","0","2","1","Meal Plan 1","0","Room_Type 1","244","Online","0","0","0","68.25","1","10/30/2018","Not_Canceled"
"BID18559","3","0","0","2","Meal Plan 1","0","Room_Type 4","66","Online","0","0","0","137.7","1","4/22/2018","Canceled"
"BID14896","2","0","1","2","Not Selected","0","Room_Type 1","174","Online","0","0","0","85.5","0","43197","Canceled"
"BID13324","2","0","0","2","Meal Plan 2","0","Room_Type 1","102","Offline","0","0","0","101.5","0","10/16/2017","Canceled"
"BID17832","2","0","1","1","Meal Plan 1","0","Room_Type 1","174","Offline","0","0","0","70","0","43018","Canceled"
"BID09386","2","0","0","5","Meal Plan 1","0","Room_Type 1","4","Online","0","0","0","90","2","43047","Not_Canceled"
"BID13100","3","0","2","2","Meal Plan 1","0","Room_Type 4","28","Online","0","0","0","149.15","0","5/22/2018","Canceled"
"BID34442","2","0","0","2","Meal Plan 1","0","Room_Type 1","122","Offline","0","0","0","85","0","4/15/2018","Not_Canceled"
"BID25128","2","0","0","2","Meal Plan 1","0","Room_Type 1","263","Offline","0","0","0","110","0","10/21/2018","Canceled"
"BID02167","1","0","2","2","Meal Plan 1","0","Room_Type 4","8","Online","0","0","0","130.48","0","5/28/2018","Canceled"
"BID05527","2","0","2","1","Meal Plan 2","0","Room_Type 5","39","Offline","0","0","0","114.8","0","43344","Not_Canceled"
"BID24626","2","0","0","4","Meal Plan 1","0","Room_Type 1","175","Online","0","0","0","112.63","0","8/31/2018","Canceled"
"BID02156","2","0","2","0","Meal Plan 1","0","Room_Type 1","0","Online","0","0","0","126","0","42835","Not_Canceled"
"BID27116","2","1","2","2","Meal Plan 1","0","Room_Type 1","107","Online","0","0","0","135.15","2","5/22/2018","Not_Canceled"
"BID13133","2","0","1","2","Meal Plan 1","0","Room_Type 1","22","Online","0","0","0","79.2","0","11/25/2018","Not_Canceled"
"BID27312","2","0","1","2","Meal Plan 1","0","Room_Type 1","193","Offline","0","0","0","120","0","6/20/2018","Canceled"
"BID11770","1","0","0","1","Meal Plan 1","0","Room_Type 1","99","Corporate","0","0","0","81","0","2/19/2018","Not_Canceled"
"BID09178","2","0","1","2","Meal Plan 1","0","Room_Type 1","37","Offline","0","0","0","70","0","12/14/2017","Not_Canceled"
"BID02541","1","0","0","2","Meal Plan 1","0","Room_Type 1","86","Offline","0","0","0","87.5","0","9/24/2017","Not_Canceled"
"BID23619","2","0","2","1","Meal Plan 1","0","Room_Type 1","120","Online","0","0","0","76.5","2","42986","Not_Canceled"
"BID26319","2","0","1","2","Meal Plan 1","0","Room_Type 1","121","Offline","0","0","0","90","0","6/24/2018","Canceled"
"BID30788","3","0","0","2","Meal Plan 1","0","Room_Type 4","16","Online","0","0","0","162","1","7/19/2018","Canceled"
"BID05126","1","0","0","4","Meal Plan 1","0","Room_Type 7","13","Corporate","0","0","0","102","0","43161","Not_Canceled"
"BID30250","2","0","0","2","Meal Plan 2","0","Room_Type 1","30","Offline","0","0","0","121","0","9/30/2017","Not_Canceled"
"BID22037","2","0","0","1","Meal Plan 2","0","Room_Type 1","55","Offline","0","0","0","104","0","43255","Not_Canceled"
"BID17989","2","2","1","1","Not Selected","1","Room_Type 6","5","Online","0","0","0","153","1","8/15/2017","Not_Canceled"
"BID23714","2","0","0","1","Meal Plan 1","0","Room_Type 4","11","Offline","0","0","0","92.8","0","43285","Not_Canceled"
"BID20935","2","0","1","2","Meal Plan 1","0","Room_Type 1","75","Online","0","0","0","135.9","3","9/26/2018","Not_Canceled"
"BID05288","2","0","1","2","Meal Plan 2","0","Room_Type 1","315","Online","0","0","0","160","0","9/30/2018","Canceled"
"BID02753","2","2","0","1","Meal Plan 2","0","Room_Type 6","222","Online","0","0","0","219.6","0","10/29/2018","Canceled"
"BID25652","2","0","2","5","Meal Plan 1","0","Room_Type 1","84","Online","0","0","0","82.45","0","3/29/2018","Not_Canceled"
"BID32845","3","0","0","2","Meal Plan 1","0","Room_Type 4","50","Online","0","0","0","159.3","2","43165","Not_Canceled"
"BID06961","2","0","2","0","Meal Plan 1","0","Room_Type 1","210","Online","0","0","0","96.3","2","7/31/2018","Canceled"
"BID02290","2","0","0","3","Meal Plan 1","0","Room_Type 4","14","Online","0","0","0","126","0","43285","Canceled"
"BID34005","2","0","2","3","Meal Plan 1","0","Room_Type 1","189","Online","0","0","0","90.95","1","7/30/2018","Not_Canceled"
"BID08364","2","0","0","3","Not Selected","0","Room_Type 1","85","Online","0","0","0","103.5","0","6/30/2018","Canceled"
"BID30252","2","0","2","1","Meal Plan 1","0","Room_Type 1","145","Offline","0","0","0","65","0","43160","Not_Canceled"
"BID15664","2","1","2","2","Meal Plan 1","0","Room_Type 1","100","Online","0","0","0","130.5","0","43166","Not_Canceled"
"BID07042","2","0","0","1","Not Selected","0","Room_Type 1","143","Online","0","0","0","103.5","1","8/13/2018","Not_Canceled"
"BID17295","2","0","0","3","Not Selected","0","Room_Type 1","18","Online","0","0","0","88","2","11/17/2018","Not_Canceled"
"BID16298","1","0","0","1","Not Selected","0","Room_Type 1","0","Online","0","0","0","105.34","1","5/24/2018","Not_Canceled"
"BID34110","2","0","2","3","Meal Plan 1","0","Room_Type 1","88","Online","0","0","0","77.35","1","3/20/2018","Not_Canceled"
"BID16943","2","0","2","5","Meal Plan 1","0","Room_Type 2","69","Online","0","0","0","92.43","0","12/29/2017","Not_Canceled"
"BID18937","2","0","0","4","Meal Plan 2","0","Room_Type 1","100","Offline","0","0","0","140","1","9/28/2018","Not_Canceled"
"BID27742","2","0","0","4","Meal Plan 1","0","Room_Type 1","98","Offline","0","0","0","75","0","12/21/2018","Not_Canceled"
"BID06084","2","0","0","1","Not Selected","0","Room_Type 1","4","Online","0","0","0","79","0","2/13/2018","Not_Canceled"
"BID27013","2","1","1","3","Meal Plan 1","0","Room_Type 1","194","Online","0","0","0","114.75","1","43320","Canceled"
"BID22222","2","0","2","2","Not Selected","0","Room_Type 1","9","Online","0","0","0","68.4","0","1/22/2018","Not_Canceled"
"BID04305","1","0","2","4","Meal Plan 1","0","Room_Type 4","45","Online","0","0","0","113.62","0","43377","Canceled"
"BID14503","2","1","1","2","Meal Plan 1","0","Room_Type 1","61","Online","0","0","0","109.8","1","43143","Not_Canceled"
"BID16015","2","0","0","5","Meal Plan 1","0","Room_Type 1","148","Online","0","0","0","79.2","1","7/19/2018","Not_Canceled"
"BID04669","2","0","2","1","Meal Plan 2","0","Room_Type 1","7","Offline","0","0","0","98.6","2","12/26/2017","Not_Canceled"
"BID01802","2","0","2","5","Meal Plan 2","0","Room_Type 1","277","Offline","0","0","0","89.14","1","43229","Not_Canceled"
"BID11280","2","0","2","1","Meal Plan 1","0","Room_Type 1","125","Online","0","0","0","114.3","1","43350","Not_Canceled"
"BID01508","2","0","0","2","Not Selected","0","Room_Type 1","23","Online","0","0","0","119","1","10/20/2018","Canceled"
"BID14376","2","0","0","1","Not Selected","0","Room_Type 1","119","Online","0","0","0","85.5","0","6/28/2018","Canceled"
"BID10361","1","0","0","2","Meal Plan 1","0","Room_Type 1","63","Offline","0","0","0","71","0","1/19/2018","Not_Canceled"
"BID22170","2","0","0","1","Meal Plan 1","0","Room_Type 1","4","Online","0","0","0","149","1","8/25/2018","Not_Canceled"
"BID35101","2","0","2","2","Meal Plan 1","0","Room_Type 4","104","Online","0","0","0","90.95","0","43316","Canceled"
"BID35884","2","0","0","2","Meal Plan 1","0","Room_Type 4","23","Online","0","0","0","129","1","4/19/2018","Not_Canceled"
"BID09091","2","0","1","1","Meal Plan 1","0","Room_Type 1","0","Corporate","1","0","1","75","0","43292","Not_Canceled"
"BID10443","2","0","2","2","Meal Plan 1","0","Room_Type 1","38","Online","0","0","0","88.4","2","11/19/2018","Not_Canceled"
"BID15420","2","0","0","4","Meal Plan 1","0","Room_Type 4","58","Offline","0","0","0","60","0","11/18/2017","Not_Canceled"
"BID16256","3","0","0","3","Meal Plan 1","0","Room_Type 4","89","Online","0","0","0","168.3","1","9/20/2018","Not_Canceled"
"BID35371","3","0","0","2","Meal Plan 1","0","Room_Type 4","3","Online","0","0","0","157","2","43379","Not_Canceled"
"BID17833","2","1","0","3","Meal Plan 1","0","Room_Type 1","40","Online","0","0","0","134.1","2","6/29/2018","Not_Canceled"
"BID21867","2","0","1","2","Not Selected","0","Room_Type 1","58","Online","0","0","0","116.1","1","43379","Not_Canceled"
"BID08008","2","0","0","3","Meal Plan 1","0","Room_Type 1","12","Corporate","0","0","0","65","0","42863","Not_Canceled"
"BID24248","2","0","1","2","Meal Plan 1","0","Room_Type 4","17","Online","0","0","0","102.15","0","5/30/2018","Canceled"
"BID32216","2","0","0","3","Meal Plan 1","0","Room_Type 1","279","Offline","0","0","0","110","0","43444","Canceled"
"BID05037","2","0","1","0","Meal Plan 1","0","Room_Type 4","131","Online","0","0","0","103.5","0","12/26/2018","Canceled"
"BID33007","2","0","2","5","Meal Plan 1","0","Room_Type 1","39","Online","0","0","0","97.4","1","11/15/2018","Not_Canceled"
"BID18314","2","0","2","5","Meal Plan 1","0","Room_Type 1","215","Online","0","0","0","177.09","0","43262","Canceled"
"BID13391","2","0","0","2","Meal Plan 2","0","Room_Type 1","320","Offline","0","0","0","115","1","8/18/2018","Canceled"
"BID26048","2","0","2","2","Meal Plan 1","0","Room_Type 1","18","Online","0","0","0","98.6","2","5/29/2018","Not_Canceled"
"BID23526","2","0","1","0","Not Selected","0","Room_Type 1","102","Online","0","0","0","108","1","43353","Canceled"
"BID05972","2","0","1","1","Meal Plan 1","0","Room_Type 1","33","Corporate","0","0","0","62","0","1/25/2018","Canceled"
"BID15333","3","0","2","1","Meal Plan 1","0","Room_Type 1","35","Online","0","0","0","101.41","2","4/17/2018","Not_Canceled"
"BID34208","2","0","1","1","Meal Plan 1","0","Room_Type 4","53","Online","0","0","0","123.3","2","43168","Not_Canceled"
"BID09132","2","0","0","3","Not Selected","0","Room_Type 1","29","Offline","0","0","0","64.8","0","3/23/2018","Not_Canceled"
"BID04315","1","0","0","3","Meal Plan 1","0","Room_Type 1","71","Offline","0","0","0","120","0","6/14/2018","Not_Canceled"
"BID24917","2","0","2","0","Meal Plan 1","1","Room_Type 1","53","Offline","0","0","0","94.5","0","9/18/2018","Not_Canceled"
"BID34705","1","0","0","1","Meal Plan 1","0","Room_Type 1","3","Online","0","0","0","130","2","10/13/2018","Not_Canceled"
"BID08607","2","0","1","3","Meal Plan 1","0","Room_Type 1","75","Offline","0","0","0","80","0","3/17/2018","Canceled"
"BID30168","3","0","1","1","Meal Plan 1","0","Room_Type 4","140","Online","0","0","0","128.7","3","43138","Not_Canceled"
"BID08023","2","0","1","2","Meal Plan 1","1","Room_Type 1","5","Online","0","0","0","160","0","43319","Not_Canceled"
"BID15755","1","0","1","3","Meal Plan 1","0","Room_Type 1","51","Online","0","0","0","90","0","43170","Canceled"
"BID05587","1","0","0","1","Meal Plan 1","0","Room_Type 1","46","Offline","0","0","0","59.32","0","43103","Not_Canceled"
"BID29066","3","0","0","3","Meal Plan 1","0","Room_Type 4","50","Online","0","0","0","150.3","2","6/30/2018","Not_Canceled"
"BID17191","1","0","0","2","Meal Plan 1","0","Room_Type 1","1","Corporate","0","0","0","65","0","8/18/2017","Not_Canceled"
"BID35249","2","0","2","0","Not Selected","0","Room_Type 1","47","Online","0","0","0","83.16","2","43141","Not_Canceled"
"BID17350","2","0","0","4","Meal Plan 1","0","Room_Type 1","39","Offline","0","0","0","75","0","43111","Not_Canceled"
"BID16089","2","0","2","3","Meal Plan 1","0","Room_Type 1","62","Offline","0","0","0","57","1","1/17/2018","Not_Canceled"
"BID12270","1","0","0","3","Meal Plan 1","0","Room_Type 1","166","Offline","0","0","0","110","0","43111","Canceled"
"BID09746","2","0","0","3","Meal Plan 2","0","Room_Type 1","85","Offline","0","0","0","125","0","9/30/2017","Not_Canceled"
"BID26813","1","0","2","0","Meal Plan 2","0","Room_Type 1","200","Offline","0","0","0","90","0","10/23/2018","Not_Canceled"
"BID20772","2","0","1","2","Not Selected","0","Room_Type 1","40","Online","0","0","0","135.33","1","43292","Not_Canceled"
"BID09269","2","0","0","1","Not Selected","0","Room_Type 1","0","Online","0","0","0","73.81","0","43139","Not_Canceled"
"BID25170","2","2","2","2","Meal Plan 1","0","Room_Type 2","25","Online","0","0","0","178.25","0","43101","Canceled"
"BID15585","2","0","0","2","Meal Plan 1","0","Room_Type 1","74","Online","0","0","0","93.6","0","43201","Canceled"
"BID03337","2","2","0","3","Meal Plan 1","0","Room_Type 1","176","Online","0","0","0","143.1","0","9/15/2018","Canceled"
"BID06923","3","0","0","4","Meal Plan 1","0","Room_Type 4","61","Online","0","0","0","159.3","1","43106","Canceled"
"BID20342","2","0","1","3","Not Selected","0","Room_Type 1","161","Offline","0","0","0","59.5","0","10/31/2018","Not_Canceled"
"BID00058","2","0","1","2","Meal Plan 1","0","Room_Type 1","117","Online","0","0","0","93.6","2","12/26/2018","Not_Canceled"
"BID03619","2","0","1","4","Meal Plan 1","0","Room_Type 4","88","Online","0","0","0","120.8","2","7/13/2018","Not_Canceled"
"BID15570","2","0","1","1","Meal Plan 2","0","Room_Type 1","301","Offline","0","0","0","115","1","7/30/2018","Canceled"
"BID24327","2","0","2","0","Not Selected","0","Room_Type 1","56","Online","0","0","0","90","0","4/17/2018","Canceled"
"BID13544","2","0","1","1","Meal Plan 1","0","Room_Type 1","3","Corporate","0","0","0","100","0","8/22/2018","Not_Canceled"
"BID29364","1","0","0","3","Meal Plan 1","0","Room_Type 1","166","Offline","0","0","0","110","0","43111","Canceled"
"BID29746","2","0","1","1","Not Selected","0","Room_Type 1","175","Online","0","0","0","85.5","1","7/23/2018","Not_Canceled"
"BID34152","2","1","0","1","Meal Plan 1","0","Room_Type 4","71","Online","0","0","0","152.1","0","8/19/2018","Canceled"
"BID11133","1","0","0","2","Meal Plan 1","0","Room_Type 1","188","Offline","0","0","0","130","0","6/15/2018","Canceled"
"BID13056","2","0","1","2","Meal Plan 2","0","Room_Type 1","2","Online","0","0","0","145.67","2","6/13/2018","Not_Canceled"
"BID26987","2","0","0","1","Meal Plan 1","0","Room_Type 1","4","Online","0","0","0","121.6","0","8/20/2018","Canceled"
"BID04144","3","0","2","5","Meal Plan 1","0","Room_Type 4","72","Online","0","0","0","126.64","0","10/31/2018","Canceled"
"BID04528","2","0","0","3","Meal Plan 1","0","Room_Type 1","20","Online","0","0","0","149","0","43200","Not_Canceled"
"BID14659","2","0","2","1","Meal Plan 1","0","Room_Type 1","59","Online","0","0","0","118.8","1","43141","Canceled"
"BID10804","2","0","2","1","Meal Plan 1","0","Room_Type 1","24","Corporate","0","0","0","50","0","42867","Not_Canceled"
"BID04075","1","0","0","2","Meal Plan 1","0","Room_Type 5","5","Corporate","1","0","12","106","0","43195","Not_Canceled"
"BID03073","1","0","0","4","Meal Plan 1","0","Room_Type 1","193","Offline","0","0","0","72.76","1","10/19/2018","Not_Canceled"
"BID17584","2","0","0","3","Meal Plan 1","0","Room_Type 1","150","Offline","0","0","0","96","0","6/16/2018","Canceled"
"BID12145","3","0","0","2","Meal Plan 1","0","Room_Type 4","84","Online","0","0","0","177.3","2","43352","Not_Canceled"
"BID15593","1","0","2","2","Meal Plan 1","0","Room_Type 1","163","Offline","0","0","0","100","0","43226","Canceled"
"BID17941","2","0","1","2","Meal Plan 1","0","Room_Type 1","106","Online","0","0","0","90","2","43201","Canceled"
"BID12059","3","0","1","3","Meal Plan 1","0","Room_Type 1","77","Offline","0","0","0","105.4","1","5/16/2018","Not_Canceled"
"BID16383","2","0","2","0","Meal Plan 2","0","Room_Type 1","386","Offline","0","0","0","115","1","10/23/2018","Canceled"
"BID24368","2","0","0","3","Meal Plan 1","0","Room_Type 1","104","Offline","0","0","0","75","0","42806","Not_Canceled"
"BID19302","1","0","0","3","Meal Plan 1","0","Room_Type 1","37","Offline","0","0","0","95","0","10/13/2018","Not_Canceled"
"BID25342","2","1","1","1","Meal Plan 1","0","Room_Type 1","7","Online","0","0","0","143","1","4/16/2018","Not_Canceled"
"BID04286","2","0","1","1","Not Selected","0","Room_Type 1","15","Online","0","0","0","76.5","0","1/23/2018","Not_Canceled"
"BID22389","1","0","0","1","Meal Plan 1","0","Room_Type 1","8","Corporate","1","0","7","65","0","4/20/2018","Not_Canceled"
"BID21779","1","0","1","0","Meal Plan 1","0","Room_Type 1","7","Online","0","0","0","91","2","11/16/2017","Not_Canceled"
"BID10516","3","0","2","5","Meal Plan 1","0","Room_Type 1","165","Online","0","0","0","137.34","0","8/13/2018","Canceled"
"BID36224","2","0","0","3","Meal Plan 1","0","Room_Type 1","193","Online","0","0","0","93.09","1","9/29/2018","Canceled"
"BID02083","1","0","3","7","Meal Plan 1","0","Room_Type 4","17","Online","0","0","0","107.7","1","2/19/2018","Canceled"
"BID03375","2","1","0","3","Meal Plan 2","0","Room_Type 1","150","Offline","0","0","0","90","2","6/16/2018","Not_Canceled"
"BID13051","2","0","0","3","Meal Plan 1","0","Room_Type 4","39","Online","0","0","0","140.4","1","5/17/2018","Not_Canceled"
"BID23013","3","0","1","3","Meal Plan 1","0","Room_Type 7","39","Online","0","0","0","242.77","1","10/17/2018","Not_Canceled"
"BID27780","1","1","1","1","Meal Plan 2","0","Room_Type 1","131","Online","0","0","0","164.25","0","7/25/2018","Canceled"
"BID33679","2","0","1","1","Meal Plan 1","0","Room_Type 1","20","Online","0","0","0","74.8","1","43314","Not_Canceled"
"BID13082","2","0","0","2","Meal Plan 1","0","Room_Type 1","263","Offline","0","0","0","110","0","10/21/2018","Canceled"
"BID09298","2","0","0","2","Meal Plan 2","0","Room_Type 1","320","Offline","0","0","0","115","1","8/18/2018","Canceled"
"BID23087","2","0","2","3","Meal Plan 1","0","Room_Type 1","17","Online","0","0","0","114.4","2","43017","Not_Canceled"
"BID33856","1","0","0","2","Meal Plan 2","0","Room_Type 1","74","Offline","0","0","0","87","0","9/18/2017","Not_Canceled"
"BID17328","1","0","0","2","Meal Plan 1","0","Room_Type 5","15","Corporate","0","0","0","86","0","43222","Not_Canceled"
"BID32073","2","0","1","1","Meal Plan 1","0","Room_Type 1","180","Offline","0","0","0","100","1","43136","Not_Canceled"
"BID15181","1","0","2","2","Not Selected","0","Room_Type 1","207","Online","0","0","0","85.5","0","10/28/2018","Canceled"
"BID03710","2","0","0","3","Meal Plan 1","0","Room_Type 2","41","Online","0","0","0","72.37","0","2/18/2018","Not_Canceled"
"BID20379","2","0","0","2","Meal Plan 1","0","Room_Type 4","18","Online","0","0","0","154","0","11/30/2018","Not_Canceled"
"BID10141","2","0","0","3","Meal Plan 1","0","Room_Type 1","58","Offline","0","0","0","63","0","3/17/2018","Not_Canceled"
"BID24136","2","0","0","3","Meal Plan 1","0","Room_Type 4","303","Online","0","0","0","91.8","0","12/27/2018","Canceled"
"BID08476","1","0","1","0","Meal Plan 1","0","Room_Type 1","1","Online","0","0","0","80","0","1/18/2018","Not_Canceled"
"BID31651","3","0","0","2","Meal Plan 1","0","Room_Type 4","17","Online","0","0","0","177","0","6/16/2018","Canceled"
"BID11730","2","0","1","2","Meal Plan 1","0","Room_Type 1","87","Online","0","0","0","89.25","1","9/18/2017","Not_Canceled"
"BID10167","2","0","0","2","Meal Plan 2","0","Room_Type 1","346","Offline","0","0","0","115","1","9/13/2018","Canceled"
"BID02250","2","0","1","2","Meal Plan 1","0","Room_Type 1","40","Online","0","0","0","73.9","1","1/22/2018","Not_Canceled"
"BID34619","2","1","1","0","Meal Plan 1","0","Room_Type 1","62","Online","0","0","0","152.1","0","8/21/2018","Canceled"
"BID12955","2","0","2","5","Not Selected","0","Room_Type 1","17","Online","0","0","0","92.91","3","12/29/2018","Not_Canceled"
"BID14315","2","0","1","1","Meal Plan 1","0","Room_Type 1","77","Online","0","0","0","96.3","1","4/25/2018","Not_Canceled"
"BID14224","1","0","0","1","Meal Plan 1","0","Room_Type 1","15","Offline","0","0","0","60","0","12/27/2018","Not_Canceled"
"BID02965","0","2","1","0","Meal Plan 1","0","Room_Type 2","197","Online","0","0","0","86.5","0","7/17/2018","Canceled"
"BID27134","2","0","1","1","Meal Plan 1","0","Room_Type 1","159","Offline","0","0","0","70","1","43347","Not_Canceled"
"BID23149","2","0","2","3","Meal Plan 1","0","Room_Type 4","45","Online","0","0","0","96.9","2","11/24/2018","Not_Canceled"
